key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
XD-2769,Bug,80,Done,Example hashtag-count MR job fails when running XD on YARN with PHD 3.0,In [AbstractSingleNodeNamedChannelSink|https://github.com/spring-projects/spring-xd/blob/6bd17162c8a6da0f09f6f8809f694a060c71ecc0/spring-xd-dirt/src/main/java/org/springframework/xd/dirt/test/sink/AbstractSingleNodeNamedChannelSink.java] the receive() and receivePayload() methods  are non-blocking.Methods without timeout parameter are usually blocking and return the first message delivered to the channel (e.g. org.springframework.integration.channel.AbstractPollableChannel#receive()). Integration tests based on spring-xd-test dependency and embedded xd-singlenode are asynchronous. This makes AbstractSingleNodeNamedChannelSink receive method return null in all invocations because test thread is progressing faster than container can process the message in the background.Would it be possible to make receive methods behave like in AbstractPollableChannel?,1,3,3,1,1,David Turanski,Karol Dowbecki,Karol Dowbecki,6,0,0,0,0,0,0,0
MESOS-1807,Improvement,51,Accepted,ExampleTest.DiskFullFramework is slow,Currently master allows executors to be launched with either only cpus or only memory but we shouldn't allow that.This is because executor is an actual unix process that is launched by the slave. If an executor doesn't specify cpus what should the cpu limits be for that executor when there are no tasks running on it? If no cpu limits are set then it might starve other executors/tasks on the slave violating isolation guarantees. Same goes with memory. Moreover the current containerizer/isolator code will throw failures when using such an executor e.g. when the last task on the executor finishes and Containerizer::update() is called with 0 cpus or 0 mem.According to a source code [TODO | https://github.com/apache/mesos/blob/0226620747e1769434a1a83da547bfc3470a9549/src/master/validation.cpp#L400] this should also include checking whether requested resources are greater than  MIN_CPUS/MIN_BYTES.,3,3,19,0,0,null,Vinod Kone,Vinod Kone,21,0,4,1,1,0,0,0
XD-269,Story,11,Done,Exception Consistency,h2. NarrativeAs XD I need a persistent way to register job definitions (beyond the map registry implementation provided by Spring Batch).  h2.  Acceptance Criteria# XD should be able to register unregister and find job definitions via the registry.# The registry should be backed by Redis so that it is persistent.,4,4,3,1,1,Glenn Renfro,Michael Minella,Michael Minella,2,0,1,0,0,0,0,0
XD-1715,Story,49,Done,Exception for sample hdfs sample,Create a new section in the docs regaring shell usage in particular how to represent single and double quotes.Include some discussion of basic commands to manipulate streams jobs and list modules.  How to pass in a file that can be executed when the shell starts up.Also point to spring-shell ref docs for extensibility in terms of adding custom commands.,3,4,2,1,0,Mark Pollack,Mark Pollack,Mark Pollack,1,0,1,0,0,0,0,0
XD-1502,Bug,43,Done,Exception handling at Module info command,Investigate the failing test LocalSingleNodeStreamDeploymentIntegrationTests.moduleChannelsRegisteredWithMessageBus:{noformat}java.lang.AssertionError: expected:<3> but was:<0>at org.junit.Assert.fail(Assert.java:88)at org.junit.Assert.failNotEquals(Assert.java:743)at org.junit.Assert.assertEquals(Assert.java:118)at org.junit.Assert.assertEquals(Assert.java:555)at org.junit.Assert.assertEquals(Assert.java:542)at org.springframework.xd.dirt.stream.AbstractSingleNodeStreamDeploymentIntegrationTests.moduleChannelsRegisteredWithMessageBus(AbstractSingleNodeStreamDeploymentIntegrationTests.java:270)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)at java.lang.reflect.Method.invoke(Method.java:606)at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271){noformat}This can be most easily reproduced on Ubuntu.,1,3,3,1,1,David Turanski,Patrick Peralta,Patrick Peralta,2,1,0,0,0,0,0,0
USERGRID-1018,Story,178,Closed,Exception on system/database/setup,A bug in 2.0 has led to multiple edges on a connection.  We need a job that scans all connections and keeps the lowest timestamp on the connection.  Other edges should be deleted.,3,3,1,1,1,Todd Nine,Todd Nine,Todd Nine,0,0,0,0,0,0,0,0
XD-1420,Story,41,Done,Exception thrown when accessing Jolokia via the management context path,"A analytical model should be evaluated as a processor in a stream.  The model evaluation will take the input variables from a Tuple and output variable will be placed into the tuple as well.A strawman of the stream definition can be stream create --definition "" SOURCE | jpmml ΓÇÿfraud-detectionΓÇÖ | PROC1 ΓÇª | PROCN "" --name stream1Using profiles and playing all implementations of the analytical model in the same module lib directory it maybe possible to select one of multiple implementations in the form "" SOURCE | analytic --library=jpmml --name=ΓÇÿfraud-detectionΓÇÖ | PROC1 ΓÇª | PROCN ""such that the core module name is the same but parameterized by what library type to use.  This may be problematic in that different libraries may have incompatible dependencies.The analytical model can define the names of input and output fields so at a minimum a name is required however to easily adapt a given analytic model evaluation to a specific source modules output it seems desirable to specify which fields are to be used as input overriding the names of the input fields could be done in a manner such as jpmml ΓÇôname=linear-regresssion ΓÇôinputFields=abc ",8,4,3,1,0,Thomas Darimont,Mark Pollack,Mark Pollack,3,0,0,0,0,0,0,0
XD-1358,Improvement,35,Done,Exception when accessing CDH4 namenode,These are no longer used post boot.,2,4,2,1,0,Mark Fisher,David Turanski,David Turanski,2,0,0,0,0,0,0,0
USERGRID-486,Story,98,Closed,Exception when trying to post/retrieve an asset from Amazon S3,We need to create a simple stress testing framework for our query module to perform profiling of our indexing scheme.  We can do so easily with the following.Re-use our existing gattling cloud formation and usergrid cloud formationCreate integration tests that can have an overridden URL to elasticsearchRun these via maven and parallel ssh to get performance results.Use metrics to report throughput possibly to graphite so we can compare results.,5,3,1,1,0,Todd Nine,Todd Nine,Todd Nine,1,0,0,0,0,0,0,0
XD-822,Story,31,Done,Exclude slf4j Transitive Dependencies,When converting a JSON string to a tuple the JSON may contain id. This method should handle this. Same with timestamp,2,4,1,1,0,Luke Taylor,David Turanski,David Turanski,0,0,0,0,0,0,0,0
XD-3354,Story,92,Done,Execution list page includes child jobs in pagination scope,This could focus only on the subset (Stream operations),3,4,1,0,0,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,0,0,0,0,0,0,0,0
XD-2711,Technical task,77,Done,Experiment with re-parsing of streams when needed,Update Hadoop Spark Mongo gemfire and ubuntu to latest versions for both CI  and Utility instances.  ,3,4,1,1,1,Glenn Renfro,Glenn Renfro,Glenn Renfro,1,0,0,0,0,0,0,0
XD-3559,Story,99,Done,Explicit reconciliation must use SLAVE_ASSIGNED_STATES,h2. NarrativeAs a XD user I'd like to restart the composed job workflow from Shell/UI. ,5,4,2,1,0,Gunnar Hillert,Sabby Anandan,Sabby Anandan,1,0,1,0,0,0,0,0
XD-3359,Story,95,Done,Export TASK_LOST source stats from Scheduler,User can configure spring cloud data via  via Spring Cloud Config data-admin.yml or Spring Cloud Connector* Add bootstrap.yml to spring cloud data* create a default data-admin.yml and configure spring data to look for this vs application.yml.* Spring Cloud Data will have Spring Cloud Config enabled by default** User has the ability to disable it via the bootstrap.yml,5,4,1,2,1,Glenn Renfro,Glenn Renfro,Glenn Renfro,0,0,0,0,0,0,0,0
XD-2532,Bug,72,Done,Expose bean settings as configuration options to the Kafka source and bus,When executing a Spark Application Job on XD against a remote Spark Master we receive a CNF exception for FSDataInputStream.  Running against a local[1] Spark Master works normally.  ,5,3,2,1,1,Glenn Renfro,Glenn Renfro,Glenn Renfro,5,0,0,0,0,0,0,0
XD-3450,Story,95,Done,Expose blockIfNoPulseAfterMs setting in updateSettings.html,Currently we deploy a single instance and ignore the ModuleDeploymentRequest instances setting.It is easy to change this in the ModuleDeployer but there is no guarantee this will work in the ModuleLauncher so we hold off until that can be verified.,2,4,2,0,0,Paul Harris,Steve Powell,Steve Powell,2,0,0,0,0,0,0,0
XD-1855,Story,51,Done,"Expose property to change ""commit-interval""",null,1,4,2,1,0,Thomas Risberg,Thomas Risberg,Thomas Risberg,1,0,0,0,0,0,0,0
