TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
7275,Allow right alignment of controls in a panel,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,3,2.5,65,2.5,0.5,0.5
7276,Add Print Functionality to Grids,5,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,35,20.5,42,20.5,14.5,14.5
7278,Ensure all SCM Search and SuperSearch parameters work,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,4.5,26,4.5,-0.5,-0.5
7283,Grid Buttons Not Sizing Correctly in Version 3,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1,65,1,0,0
7285,Flow Panels Not Being Displayed On Form Load,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,2,65,2,0,0
7288,Zap duplicate Line Exposures on XXXX,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7289,Update/debug conversion procedures ready for real run,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,10,11,26,11,-1,-1
7292,Check In Technical Core / SCMS v3,1,58,65,58,COMPLETED,PC9,PBC15,Development,Release,21,12.5,58,7,8.5,NA
7292,Check In Technical Core / SCMS v3,1,58,65,58,COMPLETED,PC9,PBC15,Development,Release,21,12.5,65,5.5,8.5,15.5
7296,SCM Validation error XXXX  ,1,24,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,1.5,1.5,24,1.5,0,0
7297,Assured name field incorrect in reports/ SCM_Claim XXXX,1,24,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,0.5,0.5,24,0.5,0,0
7298,Panel Borders inside Multi Controls Not Working,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,2,65,2,0,0
7299,Get XXXX Conversion running right through (output database will become test),1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,6,7.5,26,7.5,-1.5,-1.5
7300,Run XXXX Conversion,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,7,2,26,2,5,5
7301,Business Object data being marked as dirty when no changes have been made.,5,65,65,58,COMPLETED,PC9,PBC24,Development,Bug,2,2.5,65,2,-0.5,0
7301,Business Object data being marked as dirty when no changes have been made.,5,65,65,58,COMPLETED,PC9,PBC24,Development,Bug,2,2.5,58,0.5,-0.5,NA
7302,Wizard form not repainting properly,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,2,65,2,0,0
7306,USM Super search doubling up figures for some transactions(Synd XXXX) version2 SCMS,1,24,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,10,3,24,3,7,7
7307,Sync Diary Event Changes To Dev - Write v2 Diary Event Conversion Scripts,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,10,6,13,6,4,4
7308,Misc Layout glitches,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,2,26,2,0,0
7309,"Check that RI card opens in usable time, e.g. on XXXX",1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,26,3,0,0
7310,Comparator replacing tabs with spaces,2,26,26,NA,COMPLETED,PC8,PBC40,Development,Bug,1,0.5,26,0.5,0.5,0.5
7314,Fix tabpage suffixing on Container Wizard,5,65,65,58,COMPLETED,PC9,PBC41,Development,Bug,0.5,0.5,65,0.5,0,0
7318,XXXX Event Splits entering Meta Data change and bug YYY ZZZ,1,24,24,NA,COMPLETED,PC2,PBC42,Development,Bug,2,1,24,1,1,1
7319,Permissionings bug/ system explanations XXXX XXXX - YYY ZZZ Claims,1,24,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,1,1,24,1,0,0
7321,XXXX Test Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,10,13.5,13,13.5,-3.5,-3.5
7323,Convert XXXX XXXX,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,10,7,26,7,3,3
7324,Re-convert XXXX,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,2,2,26,2,0,0
7326,Investigating why LLOYDS SCM messages failed to arrive on LDEX box this morning,1,24,24,58,COMPLETED,PC16,PBC38,Development,Bug,2,2,24,2,0,0
7327,Problem with export file dialogue boxes in Versions 2 and 3,5,65,65,13,COMPLETED,PC9,PBC11,Development,Bug,1.75,1.75,65,1.75,0,0
7328,Latest Version 2 SCMS  Fails to run on machines not having Windows Service Pack 2 installed,1,24,24,NA,COMPLETED,PC2,PBC13,Development,Bug,7,4,13,2,3,NA
7328,Latest Version 2 SCMS  Fails to run on machines not having Windows Service Pack 2 installed,1,24,24,NA,COMPLETED,PC2,PBC13,Development,Bug,7,4,24,2,3,5
7330,XXXX Test Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,10,13.25,13,13.25,-3.25,-3.25
7331,Covert XXXX,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,1,2,26,2,-1,-1
7332,Quickbuttons to use SiPReference instead of going to database directly,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,2,2,26,2,0,0
7333,Code Generator: When Adding A New Form The Controls Of The Existing One Transfer,1,58,58,58,FINISHED,PC9,PBC41,Development,Bug,7,5,58,5,2,2
7334,Refactor SiPFrameworkControls,1,58,58,58,FINISHED,PC9,PBC11,Development,Enhancement,0.5,3.75,58,3.75,-3.25,-3.25
7346,XXXX v2 Test Release SCM Validation Issues,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,7,3.5,13,3.5,3.5,3.5
7348,YYY ZZZ SCMS framework errors with application due to .NET installation problems,1,24,24,NA,COMPLETED,PC2,PBC21,Development,Bug,2,1.5,24,1.5,0.5,0.5
7351,YYY ZZZ SCMS system crashed due to errors in CCC Machine setup (Windows date/time set to 3rd of June 2007???),1,24,24,NA,COMPLETED,PC14,PBC25,Development,Enhancement,2,1.5,24,1.5,0.5,0.5
7356,Migrating BMS to new SCMS version 2 structure,6,42,42,58,COMPLETED,PC18,PBC20,Development,Release,14,17,42,17,-3,-3
7357,XXXX v2 Test Release Issues: Claims Not Loading When User Not dbo.,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,4,13,4,-3,-3
7358,XXXX v2 Test Release To Test Users.,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,3.5,1,13,1,2.5,2.5
7364,SCM Validation appears to lock tempdb,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,7,1,26,1,6,6
7365,"On claims with line events on early movts, split on later, line event not cancelled",1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,2,2.5,26,2.5,-0.5,-0.5
7366,Bureau Checker Settlement field label partly covered over,3,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
7367,SCM Form Caption not showing when record changed and not showing events,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
7369,Lookup button not disabling in ComboLookup control,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1.25,1.25,65,1.25,0,0
7371,Latest Code Release to Test Systems,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,3,2.5,13,2.5,0.5,0.5
7372,Conversion not coping fully with switch from line to split event,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,2.5,26,2.5,-0.5,-0.5
7373,Oversee deployment and testing of Quickbutton speed-up fix,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Testing,1,1,26,1,0,0
7374,Convert XXXX,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,3,1.5,26,1.5,1.5,1.5
7375,Compare and sync all test databases and XXXX DEV,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,5,7.5,26,7.5,-2.5,-2.5
7376,Check figures between all test and live databases,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Testing,21,3,26,3,18,18
7377,Investigate slow validation of RI when opening a claim card,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,5,4.5,26,4.5,0.5,0.5
7378,System Option Value Application Title Not Appearing On SCMS Task Bar,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.25,13,0.25,0.25,0.25
7380,Check META_FilterSearchGroups,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,1,0.5,26,0.5,0.5,0.5
7383,XXXX Test Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,10,5.5,13,5.5,4.5,4.5
7389,Write code to undo Position tables and check effects,1,58,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,5,5,26,5,0,0
7390,META_FilterReturnField needs attention,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,2,26,2,2,2
7395,Finalise SCM Search,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,4,9.5,26,9.5,-5.5,-5.5
7397,Initial CCC Load,5,65,65,6,COMPLETED,PC2,PBC32,Development,Enhancement,17.5,11.75,65,11.75,5.75,5.75
7399,Create Test Plans For Coverholder and Audit Business Objects,5,65,65,6,COMPLETED,PC2,PBC32,Development,Testing,10,5,65,5,5,5
7402,User action problem in CoverholderAudit system,5,65,65,6,COMPLETED,PC2,PBC32,Development,Bug,0.5,0.5,65,0.5,0,0
7405,Risk Search - stat codes search fails,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.25,0.25,13,0.25,0,0
7408,USM Super Search - Stat Code Return Fields Not Showing In Return Values,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.25,13,0.25,0.75,0.75
7411,XXXX Test Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,10,4,13,4,6,6
7412,Claims Dept. Release of v2 SCMS Test Systems On User Machines,1,9,13,NA,COMPLETED,PC2,PBC13,Development,Release,1.5,1,13,1,0.5,0.5
7413,Test/debug Syndicate Figure build procedure,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Testing,3.5,7.5,26,7.5,-4,-4
7418,Field Access not being set on Audts following secondary schedule edit + diary event view,5,65,65,6,COMPLETED,PC2,PBC32,Development,Bug,3,3,65,3,0,0
7419,Adding Append Feature to CSV Loader,5,42,42,13,COMPLETED,PC9,PBC7,Development,Enhancement,35,57.75,42,57.25,-22.75,-22.25
7419,Adding Append Feature to CSV Loader,5,42,42,13,COMPLETED,PC9,PBC7,Development,Enhancement,35,57.75,65,0.5,-22.75,NA
7420,Testing TEST Coverholder/Audit system,5,65,65,6,COMPLETED,PC2,PBC32,Development,Testing,4,1.5,65,1.5,2.5,2.5
7421,RI USMs sometimes error on opening,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,26,0.5,0.5,0.5
7424,Latest SCM Speed-Up And Minor Bug Fix Check-In And Release To User Test Environment,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Testing,1,1.25,13,1.25,-0.25,-0.25
7427,SiPManagedEvents Bug - Not Releasing Added Event,1,58,58,58,FINISHED,PC9,PBC41,Development,Bug,2,1.25,58,1.25,0.75,0.75
7428,Add New Contact Fields to Coverholder,5,65,65,6,COMPLETED,PC2,PBC32,Development,Enhancement,2,2,65,2,0,0
7429,Release Coverholder/Audit TEST System ,5,65,65,6,COMPLETED,PC2,PBC32,Development,Release,1,1,65,1,0,0
7432,Release of v2 SCMS Test Systems On Lead Syndicate User Machines,1,6,13,NA,COMPLETED,PC2,PBC13,Development,Release,2,3.5,13,3.5,-1.5,-1.5
7434,Diary Events Losing Detail Textbox When Viewed In Business Objects (eg SCMs),1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,2.5,1,13,1,1.5,1.5
7435,SCM Sync-triggers Removal And SCM Validation Speed-Up v2  Test and Release,1,26,13,NA,COMPLETED,PC2,PBC13,Development,Release,7,5.75,13,5.75,1.25,1.25
7438,Error in displaying movement ref in SCM_Validation screen Version 2 Synd(XXXX Test),7,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7439,Enhance SiPTextBox To Handle Dates Better,2,58,58,58,FINISHED,PC9,PBC7,Development,Enhancement,2,2.5,58,2.5,-0.5,-0.5
7440,SiPUSM v3 No Longer Opens,1,58,58,58,FINISHED,PC9,PBC41,Development,Bug,1.5,0.5,58,0.5,1,1
7442,SCM Search errors on change in line statistics,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,8.5,26,8.5,-5.5,-5.5
7445,Claim Refs not updated to full-length strings on child tables,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1.5,1.5,26,1.5,0,0
7446,v2 User Testing: New list of diary event pre-defined summary text to add to related ref table,1,9,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,0.33,0.33,13,0.33,0,0
7447,v2 User Testing: Bug In USM Search Via Process Year Field,1,52,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.25,0.25,13,0.25,0,0
7449,Error in SCM_Validation,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7450,Movement Date and Accounting Month need some validation,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,2.5,26,2.5,1.5,1.5
7451,Invalid UWRef validation error has gone AWOL on SCM card,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.5,26,1.5,-0.5,-0.5
7452,Treaty Figures validation error: rules may be more complex than we thought,2,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7453,v2 User Testing: Manual Movement Entry Fails To Save.,1,29,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3,2.75,13,2.75,0.25,0.25
7454,v2 User Testing: XXXX SCM Linked RI Amounts Not Showing Correctly On SCM Search Totals,1,29,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,13,1,0,0
7456,Improve DataChanged and FieldAccess Processing in Business Layer,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,4,8,58,4,-4,NA
7456,Improve DataChanged and FieldAccess Processing in Business Layer,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,4,8,65,4,-4,0
7457,Creating CSV reader class as Microsoft one is rubbish,3,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,14,14.75,42,14.25,-0.75,-0.25
7457,Creating CSV reader class as Microsoft one is rubbish,3,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,14,14.75,65,0.5,-0.75,NA
7459,XXXX Test Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,7,8.5,13,8.5,-1.5,-1.5
7460,v2 User Testing: Bug In USM Search Via Process Month,1,29,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.25,0.25,13,0.25,0,0
7462,v2 User Testing: XXXX User Cannot Open Claim,1,4,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.25,0.25,13,0.25,0,0
7463,v2 XXXX Test System Not Loading SCM Messages,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,13,0.5,0.5,0.5
7464,v2 User Testing: Treaty Generation OS And Paid Reports Issues,1,29,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.5,13,1.5,-0.5,-0.5
7465,SCM GET procedure sometimes using wrong exchange rates for OS,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7466,SCM Validation not always updating/checking Line Events correctly,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,7,9,26,9,-2,-2
7467,Setting 'Split In USM' flag on Ref_StatisticalType Cause USM Search To Fail.,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.25,13,0.25,0.75,0.75
7469,v2 User Testing - Diary Event Detail Textbox Disappears On Low Res CCC Screens,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,13,1,0,0
7470,Intergration of Tag Wizard and Search Grid,1,54,54,58,FINISHED,PC9,PBC41,Development,Enhancement,7,7,54,7,0,0
7474,v2 SCMS User Testing - Flexible Claims Report Not Working Correctly,1,6,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,2.75,13,2.75,-1.75,-1.75
7475,Allow AddChild procedures to be called with business specific parameters,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,3,6,58,3,-3,NA
7475,Allow AddChild procedures to be called with business specific parameters,5,65,65,58,FINISHED,PC9,PBC24,Development,Enhancement,3,6,65,3,-3,0
7477,Create Grid Property to always show add/delete buttons even if both are disabled,5,65,65,58,FINISHED,PC9,PBC11,Development,Enhancement,1.5,3,58,1.5,-1.5,NA
7477,Create Grid Property to always show add/delete buttons even if both are disabled,5,65,65,58,FINISHED,PC9,PBC11,Development,Enhancement,1.5,3,65,1.5,-1.5,0
7478,XXXX Test Release - SCM Validation Requires Speeding Up,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,3.5,7.17,13,7.17,-3.67,-3.67
7479,USM and Risk Super search performance times,1,46,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,14,6,26,3,8,11
7479,USM and Risk Super search performance times,1,46,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,14,6,24,3,8,NA
7480,"Check that databases on PRD have latest updates, ready for syncing to live",1,26,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,3,4.5,26,4.5,-1.5,-1.5
7484,v2 User Testing: USM RI Summary Shows DateTime In Incorrect Format,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,13,0.5,0,0
7485,v2 User Testing: USM and SCM Search Missing Stat Ref In Return Fields.,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,2,2,13,2,0,0
7486,v2 User Testing: USM Search Needs To Incoporate XXXX Live Split Search Changes,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,2,1.5,13,1.5,0.5,0.5
7487,v2 XXXX Test System Not Loading SCM Message ,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,1,13,1,2.5,2.5
7488,Port Reporting Services Security Extension to SQL Server 2005,2,43,26,58,COMPLETED,PC9,PBC3,Development,Enhancement,14,35,26,35,-21,-21
7489,Adding LEVEL column to Premium Bordereaux,3,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,3.5,3.5,42,3.5,0,0
7492,v2 SCMS User Testing - Flexible Claims Report IIGroup Search Incorrect,1,10,13,NA,COMPLETED,PC2,PBC13,Development,Bug,2,1.5,13,1.5,0.5,0.5
7496,Transfer Tag Wizard and Search Grid To Souce safe,1,54,54,58,FINISHED,PC9,PBC41,Development,Enhancement,21,13.75,54,10.5,7.25,10.5
7496,Transfer Tag Wizard and Search Grid To Souce safe,1,54,54,58,FINISHED,PC9,PBC41,Development,Enhancement,21,13.75,58,3.25,7.25,NA
7497,Enhance SiP Framework To 'Seal' Core Methods That Should No Longer Be Overridden,1,58,58,58,FINISHED,PC9,PBC11,Development,Enhancement,7,7,58,7,0,0
7498,USM UW-Ref Correction - Invalid Typed Ref Correction Error Bug - See Plan,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7499,Certain XXXX Claims fail to open,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,26,3,0,0
7500,YYY ZZZ scrollbars on SCM on some user machines,3,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7502,Grid Sorting/Sizing Issues in Version 2,5,65,65,13,COMPLETED,PC2,PBC13,Development,Bug,2,4,65,4,-2,-2
7503,Combobox selected index not set immediately after filter changed,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1.5,65,1.5,-0.5,-0.5
7504,Naming convention on OS fields is ambiguous needs correction (Claims department driven) ,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,4.25,4.25,13,0.5,0,NA
7504,Naming convention on OS fields is ambiguous needs correction (Claims department driven) ,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,4.25,4.25,24,0.25,0,NA
7504,Naming convention on OS fields is ambiguous needs correction (Claims department driven) ,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,4.25,4.25,26,3.5,0,0.75
7505,SCM Search with Event IS  returning no results,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,4.5,26,4.5,-1.5,-1.5
7507,v2 User Testing: Manual Movement Entry Should Allow OS Figures Entry Directly,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.75,13,0.75,-0.25,-0.25
7509,XXXX Test: Reporting SCM Validation Errors On Manual Euro Adjustment Figures,1,13,13,NA,COMPLETED,PC2,PBC73,Development,Bug,5,6,13,6,-1,-1
7510,v2 User Testing: User Session With SCMS User To Track Bugs Found,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Testing,0.5,0.5,13,0.5,0,0
7511,v2 User Testing: Reinsured Values On Newly Loaded SCMs Suspect.,1,7,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,2.5,26,2.5,1.5,1.5
7512,v2 User Testing: Updating Line Event Flags Cannot Add Same Event Twice Msg Always,1,7,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7513,v2 User Testing: New Event Save Needs Message To Say Re-Start To Use New Event Added.,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,13,0.5,0,0
7514,XXXX Claims outstandings need to reduced down to zero (Exchanging cannot issue new movement hence manual movement required),3,12,24,NA,COMPLETED,PC17,PBC73,Development,Enhancement,2,1.25,24,1.25,0.75,0.75
7515,v2 Latest Bug Fixes Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,1,1,13,1,0,0
7516,"On change of line event, old event needs to be zeroed",1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,5,5.5,26,5.5,-0.5,-0.5
7517,Market figures save may be mixing adjustments and positions,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,1,26,1,2.5,2.5
7518,Save errors on Market Adjustment trying to insert  into VATClaimOrig,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,1,26,1,1,1
7519,Shifting between movements sets data dirty if line event changed,2,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7520,Record header loses detail when data is dirty,3,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,26,0.5,0.5,0.5
7522,Grid Rows Not Colouring After Sort,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,6.5,58,3,-4.5,NA
7522,Grid Rows Not Colouring After Sort,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,2,6.5,65,3.5,-4.5,-1.5
7523,Split event adding causing an exeption,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,26,0.5,0.5,0.5
7524,Unable to create new Affiliates in CoverholderAudit TEST System,5,65,65,6,COMPLETED,PC2,PBC32,Development,Bug,0.5,0.5,65,0.5,0,0
7525,Missing Key Press Functionality in Combobox on Search Control,5,65,65,58,COMPLETED,PC9,PBC35,Development,Bug,2.5,2.5,65,2.5,0,0
7527,Helping XXXX Users experiencing UI anomilies in sys (entering  Events),1,12,24,NA,COMPLETED,PC2,PBC73,Development,Bug,0.5,0.5,24,0.5,0,0
7528,Large evented claims loading slowly,2,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2.5,2.5,26,2.5,0,0
7529,Check that all is well when updating figures on large evented grid,3,24,26,NA,COMPLETED,PC2,PBC13,Development,Testing,2,2.5,26,2.5,-0.5,-0.5
7531,Grid Wrapper Not Opening in Designer Causing Problems Designing Wizards,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,0.75,1.5,65,0.75,-0.75,0
7531,Grid Wrapper Not Opening in Designer Causing Problems Designing Wizards,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,0.75,1.5,54,0.75,-0.75,NA
7533,"Updated Licences on all Live databases LTD-HQ1, LTD-HQ2, CMSHQ1",1,58,24,NA,COMPLETED,PC2,PBC21,Development,Enhancement,1,1,24,1,0,0
7534,Missing Key Press Functionality in Listbox on Search Control,5,65,65,58,COMPLETED,PC9,PBC35,Development,Bug,2.5,5.25,65,5.25,-2.75,-2.75
7535,SearchControl code being added by designer causing problems,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,4,4,65,4,0,0
7539,v2 User Testing: ClaimsMovementsInPeriod Report Missing,1,52,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,13,1,0,0
7544,Release V3 Technical Core and SCMS,1,58,58,58,FINISHED,PC9,PBC15,Development,Release,21,13,58,13,8,8
7545,v2 User Testing - Meeting with users to discuss bug fix progress and any new issues,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Testing,1,1.5,13,1.5,-0.5,-0.5
7546,Push Coverholder/Audit TEST System up to LIVE,5,65,65,NA,COMPLETED,PC2,PBC32,Development,Release,7,7.25,65,7.25,-0.25,-0.25
7547,v2  User Testing - XXXX SCMs With VARS Split Shows Incorrect Amounts,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,7.5,13,7.5,-4,-4
7549,v2 User Testing: SCM Split Totals Should Show Movement Position As Is On v1.10,1,7,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,10.5,26,10.5,-6.5,-6.5
7551,"v2 User Testing: Risk Header In BMS Format, Needs To Be In SCMS Format For SCMS Synds.",1,52,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,13,0.5,0.5,0.5
7552,Advance Grid Functionality - Filter Rows,1,54,54,58,FINISHED,PC9,PBC7,Development,Enhancement,28,76.14,54,76.14,-48.14,-48.14
7553,XXXX RI not showing Accounting Period and another mandatory field,1,46,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7554,Manual Risk Entry Fails On SCMS v2,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.5,13,1.5,-0.5,-0.5
7557,Grid Printing to span multiple pages,4,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,21,20.75,42,20.75,0.25,0.25
7559,Update to Movement Date should update Accounting Month as well,3,26,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,0.5,0.5,26,0.5,0,0
7560,RI Save fails when statistics blank,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7565,Remove need for two RTF fields when using Rich Text Boxes,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,4,2,65,2,2,2
7566,v2 User Testing: Diary Event Creator Should Become Owner,1,47,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3,1.75,13,1.75,1.25,1.25
7568,v2 User Testing: Event Search On Event Brings back Duplicate Rows,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.33,13,0.33,0.17,0.17
7570,Autocorrections not saving,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.5,26,0.5,0.5,0.5
7571,New event should be available in SCM,2,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7572,Autocorrection populate doesn't work,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.5,26,1.5,-0.5,-0.5
7574,Reorganise SiPFrameworkControls locally,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,1,1,65,1,0,0
7575,Reduce flicker in ListBox control,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,1,1,65,1,0,0
7576,Sorting out issues with SelectedFiltersComparer and port to Version 3,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,2.5,2.5,65,2.5,0,0
7578,Eurobase XXXX progress meeting with action plan,1,24,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,1,1,24,1,0,0
